source_path,compatibility_status,proposed_category,proposed_subcategory,proposed_final_path,routing_role,placement_confidence,placement_basis,placement_concern,future_structure_candidate
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/data-signal-enrichment/skills/identity-resolution,Approved and supported,marketing-and-seo,cro,task-folder/agents/skills/marketing-and-seo/cro/identity-resolution,child_skill,high,"Primary outcome is conversion rate optimization, funnel improvement, and user action triggers.",None,merge_candidate
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/data-signal-enrichment/skills/waterfall-blueprint,Approved and supported,marketing-and-seo,cro,task-folder/agents/skills/marketing-and-seo/cro/waterfall-blueprint,child_skill,high,"Primary outcome is conversion rate optimization, funnel improvement, and user action triggers.",None,merge_candidate
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/data-signal-enrichment/skills/signal-taxonomy,Approved and supported,marketing-and-seo,technical-seo,task-folder/agents/skills/marketing-and-seo/technical-seo/signal-taxonomy,child_skill,high,"Primary outcome is technical search engine crawlability, indexing, schema, and page speed.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/data-signal-enrichment/skills/validation-rulebook,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/validation-rulebook,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/data-signal-enrichment/skills/provider-scorecard,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/provider-scorecard,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/campaign-orchestration/skills/campaign-planning,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/campaign-planning,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/campaign-orchestration/skills/channel-integration,Approved and supported,marketing-and-seo,cro,task-folder/agents/skills/marketing-and-seo/cro/channel-integration,child_skill,high,"Primary outcome is conversion rate optimization, funnel improvement, and user action triggers.",None,merge_candidate
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/campaign-orchestration/skills/performance-tracking,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/performance-tracking,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/market-research/skills/participant-operations-hub,Ambiguous and requiring manual review,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/participant-operations-hub,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/market-research/skills/market-scenario-modeler,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/market-scenario-modeler,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/market-research/skills/research-brief-blueprint,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/research-brief-blueprint,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/market-research/skills/insights-repository-kit,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/insights-repository-kit,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pr-communications/skills/media-database,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/media-database,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pr-communications/skills/crisis-playbooks,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/crisis-playbooks,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pr-communications/skills/messaging-frameworks,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/messaging-frameworks,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/closed-loop-community-playbook,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/closed-loop-community-playbook,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/community-program-matrix,Approved and supported,marketing-and-seo,cro,task-folder/agents/skills/marketing-and-seo/cro/community-program-matrix,child_skill,high,"Primary outcome is conversion rate optimization, funnel improvement, and user action triggers.",None,merge_candidate
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/community-insight-taxonomy,Approved and supported,marketing-and-seo,technical-seo,task-folder/agents/skills/marketing-and-seo/technical-seo/community-insight-taxonomy,child_skill,high,"Primary outcome is technical search engine crawlability, indexing, schema, and page speed.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/moderation-safety-playbook,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/moderation-safety-playbook,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/champion-engagement-system,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/champion-engagement-system,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/community-kpi-dashboard,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/community-kpi-dashboard,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/event-marketing/skills/field-playbooks,Approved and supported,marketing-and-seo,geo-and-local-seo,task-folder/agents/skills/marketing-and-seo/geo-and-local-seo/field-playbooks,child_skill,high,Primary outcome is localized and geographic search ranking optimization.,None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/event-marketing/skills/event-briefs,Approved and supported,marketing-and-seo,cro,task-folder/agents/skills/marketing-and-seo/cro/event-briefs,child_skill,high,"Primary outcome is conversion rate optimization, funnel improvement, and user action triggers.",None,merge_candidate
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/event-marketing/skills/program-ops,Approved and supported,marketing-and-seo,geo-and-local-seo,task-folder/agents/skills/marketing-and-seo/geo-and-local-seo/program-ops,child_skill,high,Primary outcome is localized and geographic search ranking optimization.,None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/edtech-growth/skills/community-advocacy-toolkit,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/community-advocacy-toolkit,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/edtech-growth/skills/enrollment-persona-playbook,Approved and supported,marketing-and-seo,cro,task-folder/agents/skills/marketing-and-seo/cro/enrollment-persona-playbook,child_skill,high,"Primary outcome is conversion rate optimization, funnel improvement, and user action triggers.",None,merge_candidate
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/edtech-growth/skills/student-success-scorecard,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/student-success-scorecard,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/edtech-growth/skills/curriculum-alignment-kit,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/curriculum-alignment-kit,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pricing-strategy/skills/pricing-governance,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/pricing-governance,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pricing-strategy/skills/packaging-framework,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/packaging-framework,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pricing-strategy/skills/enablement-kit,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/seo-enablement-kit,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pricing-strategy/skills/value-messaging,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/value-messaging,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pricing-strategy/skills/elasticity-lab,Approved and supported,marketing-and-seo,geo-and-local-seo,task-folder/agents/skills/marketing-and-seo/geo-and-local-seo/elasticity-lab,child_skill,high,Primary outcome is localized and geographic search ranking optimization.,None,none
