canonical_skill_name,origin_path,origin_type,parent_source,proposed_category,proposed_subcategory,phase08_batch,phase08_rewrite_status,phase08_final_destination,phase08_authoring_workflow,phase08_validation_status
renewal-playbooks,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/renewal-orchestration/skills/renewal-playbooks,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
escalation-framework,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/renewal-orchestration/skills/escalation-framework,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
visualization-patterns,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/analytics-pipeline-orchestration/skills/visualization-patterns,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
quality-gates,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/analytics-pipeline-orchestration/skills/quality-gates,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
instrumentation,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/analytics-pipeline-orchestration/skills/instrumentation,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
partner-ops,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/referral-program-orchestration/skills/partner-ops,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
fraud-detection,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/referral-program-orchestration/skills/fraud-detection,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
incentive-design,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/referral-program-orchestration/skills/incentive-design,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
technical-bid-library,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/manufacturing-sales/skills/technical-bid-library,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
partner-integration-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/manufacturing-sales/skills/partner-integration-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
account-based-blueprint,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/manufacturing-sales/skills/account-based-blueprint,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
deal-health-dashboard,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/manufacturing-sales/skills/deal-health-dashboard,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
executive-briefs,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/revenue-forecasting-pipeline/skills/executive-briefs,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
forecast-modeling,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/revenue-forecasting-pipeline/skills/forecast-modeling,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
variance-analysis,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/revenue-forecasting-pipeline/skills/variance-analysis,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
creative-iteration-playbook,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/social-media-marketing/skills/creative-iteration-playbook,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
channel-roadmap-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/social-media-marketing/skills/channel-roadmap-kit,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
community-sentiment-dashboard,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/social-media-marketing/skills/community-sentiment-dashboard,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
social-calendar-system,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/social-media-marketing/skills/social-calendar-system,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
publishing-process,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/seo-workflow-orchestration/skills/publishing-process,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
diagnostics,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/seo-workflow-orchestration/skills/diagnostics,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
keyword-strategy,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/seo-workflow-orchestration/skills/keyword-strategy,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
compliance-briefing-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/healthcare-marketing/skills/compliance-briefing-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
regulatory-review-checklist,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/healthcare-marketing/skills/regulatory-review-checklist,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
patient-journey-mapping,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/healthcare-marketing/skills/patient-journey-mapping,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
clinical-proof-library,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/healthcare-marketing/skills/clinical-proof-library,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
reference-ops,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-advocacy-orchestration/skills/reference-ops,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
advocate-sourcing,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-advocacy-orchestration/skills/advocate-sourcing,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
expansion-plays,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-marketing/skills/expansion-plays,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
customer-insights,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-marketing/skills/customer-insights,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
advocacy-programs,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-marketing/skills/advocacy-programs,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-audit-report,task-folder/agents/skills/seo/seo-skills-main/seo-audit-report,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-content-brief,task-folder/agents/skills/seo/seo-skills-main/skills/seo-content-brief,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-technical,task-folder/agents/skills/seo/seo-skills-main/skills/seo-technical,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-google,task-folder/agents/skills/seo/seo-skills-main/skills/seo-google,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-images,task-folder/agents/skills/seo/seo-skills-main/skills/seo-images,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-backlinks,task-folder/agents/skills/seo/seo-skills-main/skills/seo-backlinks,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-hreflang,task-folder/agents/skills/seo/seo-skills-main/skills/seo-hreflang,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-cluster,task-folder/agents/skills/seo/seo-skills-main/skills/seo-cluster,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-drift,task-folder/agents/skills/seo/seo-skills-main/skills/seo-drift,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-local,task-folder/agents/skills/seo/seo-skills-main/skills/seo-local,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-content,task-folder/agents/skills/seo/seo-skills-main/skills/seo-content,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-maps,task-folder/agents/skills/seo/seo-skills-main/skills/seo-maps,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-sxo,task-folder/agents/skills/seo/seo-skills-main/skills/seo-sxo,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-geo,task-folder/agents/skills/seo/seo-skills-main/skills/seo-geo,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-flow,task-folder/agents/skills/seo/seo-skills-main/skills/seo-flow,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-image-gen,task-folder/agents/skills/seo/seo-skills-main/skills/seo-image-gen,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo,task-folder/agents/skills/seo/seo-skills-main/skills/seo,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-dataforseo,task-folder/agents/skills/seo/seo-skills-main/skills/seo-dataforseo,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-ecommerce,task-folder/agents/skills/seo/seo-skills-main/skills/seo-ecommerce,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
video-processing,task-folder/agents/skills/seo/seo-skills-main/automation/video-processing,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
competitor-monitor,task-folder/agents/skills/seo/seo-skills-main/automation/competitor-monitor,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
skill-orchestrator,task-folder/agents/skills/seo/seo-skills-main/automation/skill-orchestrator,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
whisper-transcription,task-folder/agents/skills/seo/seo-skills-main/automation/whisper-transcription,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
web-scraper,task-folder/agents/skills/seo/seo-skills-main/automation/web-scraper,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
landing-page-copy,task-folder/agents/skills/seo/seo-skills-main/automation/content/landing-page-copy,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
copy-frameworks,task-folder/agents/skills/seo/seo-skills-main/automation/content/copy-frameworks,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
copywriting-classic,task-folder/agents/skills/seo/seo-skills-main/automation/content/copywriting-classic,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
cta-writing,task-folder/agents/skills/seo/seo-skills-main/automation/content/cta-writing,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
storytelling-storybrand,task-folder/agents/skills/seo/seo-skills-main/automation/content/storytelling-storybrand,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
skyscraper-technique,task-folder/agents/skills/seo/seo-skills-main/automation/content/skyscraper-technique,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
persuasion-principles,task-folder/agents/skills/seo/seo-skills-main/automation/content/persuasion-principles,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
