source_path,canonical_name,category,subcategory,lines,bytes,screening_status,candidate_signals,requires_deep_review,review_status,split_decision,rationale,parent_router_path,child_destination_paths,retired_source_path,content_allocation_count,resources_moved
task-folder/agents/skills/ddd-strategic-design,ddd-strategic-design,development,fullstack,52,1587,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/magic-animator,magic-animator,marketing-and-seo,content-and-campaigns,41,2344,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/fixing-metadata,fixing-metadata,marketing-and-seo,technical-seo,124,5308,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/infinity,infinity,development,backend,173,7157,screened_candidate,modes=4,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for infinity with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/bug-hunt-swarm,bug-hunt-swarm,development,fullstack,189,7425,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/react/react-component-performance,react-component-performance,development,frontend,139,5081,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/react/react-patterns,react-patterns,development,frontend,216,4465,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/react/react-modernization,react-modernization,development,frontend,42,1545,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/react/react-state-management,react-state-management,development,frontend,449,12232,screened_candidate,lines=449,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for react-state-management with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/react/react-flow-architect,react-flow-architect,development,frontend,624,16243,screened_candidate,lines=624,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for react-flow-architect with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/react/react-best-practices,react-best-practices,infrastructure-and-ops,server-management,131,5649,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/react/react-ui-patterns,react-ui-patterns,development,frontend,300,6969,screened_candidate,decision_tree,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for react-ui-patterns with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/react/react-nextjs-development,react-nextjs-development,design-and-experience,design-systems,233,5723,screened_candidate,modes=8,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for react-nextjs-development with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/react/react-flow-node-ts,react-flow-node-ts,development,frontend,77,2264,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/startup-business-analyst-business-case,startup-business-analyst-business-case,business-and-operations,startup-finance,497,12064,screened_candidate,lines=497,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for startup-business-analyst-business-case with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/devcontainer-setup,devcontainer-setup,development,backend,307,8239,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/unslop-commit,unslop-commit,data-and-ai,llm-and-rag,113,4416,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/squirrel,squirrel,development,frontend,118,4189,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/browser-testing-with-devtools,browser-testing-with-devtools,quality-and-security,testing,334,15136,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/quant-analyst,quant-analyst,data-and-ai,llm-and-rag,56,2091,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/java-pro,java-pro,development,backend,180,8529,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/macos-menubar-tuist-app,macos-menubar-tuist-app,development,mobile,113,4573,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/brand-guidelines,brand-guidelines,content-and-documentation,technical-writing,180,5844,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/grilling,grilling,development,fullstack,39,1651,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
